Time,Simulated Rotating and Flaring Flux,Random sinewave,Random Flares,Error
0.0,0.9995861494615125,1.0004215968982475,1.0,0.01
0.001388960337465919,1.004754230207975,1.0004215893442914,1.0,0.01
0.002777920674931838,0.9978567746835213,1.0004215666826934,1.0,0.01
0.004166881012397757,1.0010613706325777,1.0004215289142662,1.0,0.01
0.005555841349863676,1.000760662405087,1.0004214760403627,1.0,0.01
0.006944801687329595,1.000212137036177,1.0004214080628777,1.0,0.01
0.008333762024795514,0.9983152288323054,1.0004213249842475,1.0,0.01
0.009722722362261432,1.0018102269283604,1.000421226807449,1.0,0.01
0.011111682699727352,1.0007590427229964,1.0004211135360002,1.0,0.01
0.012500643037193272,1.0022312956207844,1.0004209851739605,1.0,0.01
0.01388960337465919,0.9994878342265759,1.0004208417259295,1.0,0.01
0.015278563712125109,0.9998156120324874,1.0004206831970477,1.0,0.01
0.01666752404959103,1.0000574184639295,1.000420509592996,1.0,0.01
0.018056484387056947,0.9996359259715083,1.0004203209199958,1.0,0.01
0.019445444724522865,1.0011881944666536,1.0004201171848077,1.0,0.01
0.020834405061988786,1.0000990606959048,1.0004198983947328,1.0,0.01
0.022223365399454704,1.0022587050788743,1.0004196645576116,1.0,0.01
0.02361232573692062,0.9989112673669784,1.0004194156818231,1.0,0.01
0.025001286074386543,1.0056469976220825,1.0004191517762864,1.0,0.01
0.02639024641185246,0.9957203227559975,1.000418872850458,1.0,0.01
0.02777920674931838,1.0001229011944126,1.0004185789143334,1.0,0.01
0.0291681670867843,1.005316131624626,1.000418269978446,1.0,0.01
0.030557127424250218,0.9996373517265061,1.0004179460538665,1.0,0.01
0.03194608776171614,0.9970859255010193,1.0004176071522022,1.0,0.01
0.03333504809918206,1.0032139284929575,1.0004172532855982,1.0,0.01
0.034724008436647975,0.9973113382269759,1.0004168844667352,1.0,0.01
0.03611296877411389,0.9996285371073935,1.0004165007088295,1.0,0.01
0.03750192911157981,1.0033256999226956,1.0004161020256335,1.0,0.01
0.03889088944904573,1.002274405613202,1.0004156884314335,1.0,0.01
0.040279849786511654,1.0007744699918273,1.0004152599410512,1.0,0.01
0.04166881012397757,1.0010809489470966,1.000414816569841,1.0,0.01
0.04305777046144349,1.0045489046720042,1.0004143583336915,1.0,0.01
0.04444673079890941,1.0010412771820125,1.0004138852490234,1.0,0.01
0.045835691136375326,1.0022118486998097,1.0004133973327896,1.0,0.01
0.04722465147384124,1.0009991951895871,1.0004128946024746,1.0,0.01
0.04861361181130716,1.0016944007064432,1.000412377076094,1.0,0.01
0.050002572148773086,1.0013315946863168,1.000411844772193,1.0,0.01
0.051391532486239004,0.9986546108595645,1.0004112977098467,1.0,0.01
0.05278049282370492,0.9965068030620329,1.0004107359086594,1.0,0.01
0.05416945316117084,1.0012648821542918,1.0004101593887629,1.0,0.01
0.05555841349863676,1.0009767707792152,1.000409568170817,1.0,0.01
0.056947373836102676,1.0019154478293928,1.0004089622760077,1.0,0.01
0.0583363341735686,1.0015491038324966,1.0004083417260474,1.0,0.01
0.05972529451103452,1.000631346092337,1.0004077065431736,1.0,0.01
0.061114254848500436,0.9996700325507549,1.000407056750148,1.0,0.01
0.06250321518596635,0.9980730024802931,1.0004063923702557,1.0,0.01
0.06389217552343228,1.0005567035384901,1.0004057134273048,1.0,0.01
0.06528113586089819,1.0026618685262714,1.0004050199456254,1.0,0.01
0.06667009619836411,0.9996312115220447,1.0004043119500683,1.0,0.01
0.06805905653583003,0.9971201448711086,1.0004035894660044,1.0,0.01
0.06944801687329595,1.0004464199157532,1.000402852519324,1.0,0.01
0.07083697721076186,1.0042437419970762,1.0004021011364357,1.0,0.01
0.07222593754822779,0.9987046648886088,1.000401335344265,1.0,0.01
0.07361489788569371,0.9992499437740744,1.000400555170254,1.0,0.01
0.07500385822315962,1.0006201167317939,1.0003997606423605,1.0,0.01
0.07639281856062555,1.003800545845324,1.0003989517890564,1.0,0.01
0.07778177889809146,0.9975410642971079,1.0003981286393264,1.0,0.01
0.07917073923555738,0.9987745922853266,1.0003972912226688,1.0,0.01
0.08055969957302331,1.0023423518852892,1.0003964395690919,1.0,0.01
0.08194865991048922,1.0025926825865588,1.0003955737091148,1.0,0.01
0.08333762024795514,1.0008779139921644,1.0003946936737655,1.0,0.01
0.08472658058542105,0.9970831702865705,1.0003937994945804,1.0,0.01
0.08611554092288698,0.9994018624937758,1.0003928912036018,1.0,0.01
0.08750450126035289,1.0008331680966513,1.0003919688333787,1.0,0.01
0.08889346159781882,1.0005597989967765,1.0003910324169643,1.0,0.01
0.09028242193528474,0.9996355576036599,1.0003900819879146,1.0,0.01
0.09167138227275065,0.9988924100231432,1.0003891175802884,1.0,0.01
0.09306034261021658,0.9999414280346325,1.0003881392286456,1.0,0.01
0.09444930294768249,1.000865121067276,1.0003871469680448,1.0,0.01
0.09583826328514841,1.002081800248778,1.0003861408340438,1.0,0.01
0.09722722362261432,1.0014963657566238,1.0003851208626977,1.0,0.01
0.09861618396008025,1.0008808822439326,1.000384087090557,1.0,0.01
0.10000514429754617,0.9993853805360193,1.0003830395546665,1.0,0.01
0.10139410463501208,1.0015638882378461,1.0003819782925651,1.0,0.01
0.10278306497247801,0.9960234629039829,1.000380903342283,1.0,0.01
0.10417202530994392,0.9978457738067521,1.0003798147423408,1.0,0.01
0.10556098564740984,1.001209053655983,1.0003787125317487,1.0,0.01
0.10694994598487577,1.0018434223890704,1.0003775967500044,1.0,0.01
0.10833890632234168,1.0069514416608993,1.0003764674370914,1.0,0.01
0.1097278666598076,1.000439341139026,1.0003753246334792,1.0,0.01
0.11111682699727352,1.0009041316624752,1.00037416838012,1.0,0.01
0.11250578733473944,1.003442471184033,1.000372998718448,1.0,0.01
0.11389474767220535,0.9986299172146693,1.0003718156903778,1.0,0.01
0.11528370800967128,1.0014588822008816,1.0003706193383035,1.0,0.01
0.1166726683471372,1.0024856398697135,1.0003694097050961,1.0,0.01
0.11806162868460311,1.000939529231928,1.0003681868341032,1.0,0.01
0.11945058902206904,1.0024653811747093,1.0003669507691457,1.0,0.01
0.12083954935953495,1.0020737638822472,1.0003657015545184,1.0,0.01
0.12222850969700087,1.0009589778103596,1.0003644392349869,1.0,0.01
0.12361747003446678,0.9993094570733588,1.0003631638557862,1.0,0.01
0.1250064303719327,1.0025543536775943,1.0003618754626193,1.0,0.01
0.12639539070939862,1.000863631083983,1.0003605741016561,1.0,0.01
0.12778435104686456,1.0007586246690348,1.0003592598195306,1.0,0.01
0.12917331138433047,1.0044953541300774,1.0003579326633403,1.0,0.01
0.13056227172179638,0.9988344980861115,1.0003565926806435,1.0,0.01
0.1319512320592623,1.0031831431545697,1.0003552399194586,1.0,0.01
0.13334019239672823,1.0001083519292882,1.0003538744282616,1.0,0.01
0.13472915273419414,1.002439647262697,1.000352496255985,1.0,0.01
0.13611811307166005,0.9995845576033331,1.0003511054520158,1.0,0.01
0.137507073409126,1.0019551127535447,1.0003497020661931,1.0,0.01
0.1388960337465919,1.000179823718993,1.000348286148807,1.0,0.01
0.1402849940840578,0.9980489573784016,1.0003468577505974,1.0,0.01
0.14167395442152372,0.999518985225822,1.0003454169227504,1.0,0.01
0.14306291475898966,1.0021096734867578,1.0003439637168983,1.0,0.01
0.14445187509645557,1.0007832960147987,1.0003424981851166,1.0,0.01
0.14584083543392148,0.9987004942350087,1.0003410203799226,1.0,0.01
0.14722979577138742,0.9970367215652086,1.0003395303542735,1.0,0.01
0.14861875610885333,0.9963885404788956,1.0003380281615641,1.0,0.01
0.15000771644631924,1.0036519550215384,1.0003365138556257,1.0,0.01
0.15139667678378518,1.0031166212990772,1.0003349874907232,1.0,0.01
0.1527856371212511,0.999876004287216,1.0003334491215539,1.0,0.01
0.154174597458717,1.0018864729319077,1.0003318988032452,1.0,0.01
0.15556355779618292,1.0025963121874109,1.000330336591353,1.0,0.01
0.15695251813364886,1.0010291707698376,1.0003287625418587,1.0,0.01
0.15834147847111477,0.9981144962383286,1.0003271767111683,1.0,0.01
0.15973043880858068,0.9969228787320763,1.0003255791561103,1.0,0.01
0.16111939914604662,0.9980186415193434,1.000323969933933,1.0,0.01
0.16250835948351253,1.0022229632832884,1.0003223491023028,1.0,0.01
0.16389731982097844,0.9999275251637652,1.0003207167193018,1.0,0.01
0.16528628015844435,0.9994783157713645,1.000319072843427,1.0,0.01
0.1666752404959103,1.000798919788515,1.000317417533586,1.0,0.01
0.1680642008333762,0.9991375559916049,1.0003157508490974,1.0,0.01
0.1694531611708421,1.0006596658940499,1.0003140728496864,1.0,0.01
0.17084212150830805,0.9991666578211845,1.0003123835954841,1.0,0.01
0.17223108184577396,0.9964629872132641,1.000310683147025,1.0,0.01
0.17362004218323987,1.000472473399577,1.0003089715652447,1.0,0.01
0.17500900252070578,0.9988779148336648,1.0003072489114773,1.0,0.01
0.17639796285817172,0.9995328308315031,1.0003055152474545,1.0,0.01
0.17778692319563763,1.0011824965530125,1.0003037706353015,1.0,0.01
0.17917588353310354,1.0002869455617904,1.0003020151375372,1.0,0.01
0.18056484387056948,1.0021073805603051,1.0003002488170691,1.0,0.01
0.1819538042080354,0.9997778776405469,1.0002984717371939,1.0,0.01
0.1833427645455013,0.9961550093092842,1.0002966839615928,1.0,0.01
0.1847317248829672,0.9998944737445223,1.0002948855543305,1.0,0.01
0.18612068522043315,0.9999114636903557,1.0002930765798532,1.0,0.01
0.18750964555789906,1.0003814004448985,1.0002912571029854,1.0,0.01
0.18889860589536497,1.0016560562219539,1.000289427188928,1.0,0.01
0.1902875662328309,1.0020240991444505,1.000287586903256,1.0,0.01
0.19167652657029682,0.9986133817831034,1.0002857363119158,1.0,0.01
0.19306548690776273,1.0004247776526662,1.000283875481223,1.0,0.01
0.19445444724522865,1.001718803943566,1.000282004477861,1.0,0.01
0.19584340758269458,1.0005115338527146,1.0002801233688772,1.0,0.01
0.1972323679201605,1.0009191790751544,1.0002782322216806,1.0,0.01
0.1986213282576264,0.9985565717067917,1.0002763311040404,1.0,0.01
0.20001028859509234,1.0022466086116242,1.0002744200840834,1.0,0.01
0.20139924893255826,0.9998648953032588,1.000272499230291,1.0,0.01
0.20278820927002417,0.9969727075286671,1.0002705686114965,1.0,0.01
0.20417716960749008,1.0038646862494551,1.000268628296884,1.0,0.01
0.20556612994495602,1.0017523329964182,1.0002666783559846,1.0,0.01
0.20695509028242193,1.0011367390971089,1.000264718858674,1.0,0.01
0.20834405061988784,0.9972166012635236,1.000262749875171,1.0,0.01
0.20973301095735378,0.9966238407179957,1.000260771476034,1.0,0.01
0.2111219712948197,1.0029885003009835,1.000258783732159,1.0,0.01
0.2125109316322856,1.001350205586099,1.0002567867147767,1.0,0.01
0.21389989196975154,1.001434434822788,1.00025478049545,1.0,0.01
0.21528885230721745,0.9970827002423471,1.000252765146072,1.0,0.01
0.21667781264468336,0.9999458606929356,1.0002507407388623,1.0,0.01
0.21806677298214927,0.9982580676648716,1.0002487073463657,1.0,0.01
0.2194557333196152,0.9998228243894265,1.0002466650414488,1.0,0.01
0.22084469365708112,1.0001567775278721,1.0002446138972974,1.0,0.01
0.22223365399454703,1.0018213238129778,1.0002425539874142,1.0,0.01
0.22362261433201297,0.9991442193046481,1.0002404853856162,1.0,0.01
0.22501157466947888,0.9997422473716554,1.0002384081660314,1.0,0.01
0.2264005350069448,1.0015781255046343,1.000236322403097,1.0,0.01
0.2277894953444107,1.000450248793018,1.0002342281715564,1.0,0.01
0.22917845568187664,0.9998742125356932,1.0002321255464564,1.0,0.01
0.23056741601934255,0.9992870153575596,1.0002300146031442,1.0,0.01
0.23195637635680846,1.000140845764937,1.0002278954172654,1.0,0.01
0.2333453366942744,1.0057545470087361,1.0002257680647613,1.0,0.01
0.2347342970317403,0.9984989053473696,1.0002236326218652,1.0,0.01
0.23612325736920622,1.0003383364243976,1.0002214891651007,1.0,0.01
0.23751221770667214,1.0000014811211095,1.0002193377712787,1.0,0.01
0.23890117804413807,1.0006806469755902,1.000217178517494,1.0,0.01
0.24029013838160398,1.000401924083563,1.0002150114811237,1.0,0.01
0.2416790987190699,1.000453278046297,1.0002128367398233,1.0,0.01
0.24306805905653583,1.005166448123566,1.0002106543715246,1.0,0.01
0.24445701939400175,1.0027729188235772,1.000208464454433,1.0,0.01
0.24584597973146766,1.0020927126458985,1.0002062670670235,1.0,0.01
0.24723494006893357,1.0017091116256265,1.00020406228804,1.0,0.01
0.2486239004063995,0.997770376354902,1.0002018501964904,1.0,0.01
0.2500128607438654,0.9992880658282381,1.000199630871645,1.0,0.01
0.25140182108133136,0.9998429214329889,1.0001974043930333,1.0,0.01
0.25279078141879724,1.0021904309340077,1.000195170840441,1.0,0.01
0.2541797417562632,1.0009031813391547,1.0001929302939074,1.0,0.01
0.2555687020937291,0.9987686397210137,1.0001906828337226,1.0,0.01
0.256957662431195,0.9979169284207112,1.000188428540424,1.0,0.01
0.25834662276866094,0.9986111436041794,1.0001861674947943,1.0,0.01
0.2597355831061269,0.9982881040901604,1.0001838997778578,1.0,0.01
0.26112454344359276,1.0015785349903472,1.0001816254708784,1.0,0.01
0.2625135037810587,0.999717363813829,1.0001793446553555,1.0,0.01
0.2639024641185246,0.9996429615177856,1.0001770574130222,1.0,0.01
0.2652914244559905,0.9998238478474745,1.000174763825842,1.0,0.01
0.26668038479345646,1.0008034696509067,1.000172463976005,1.0,0.01
0.26806934513092234,0.9967399745867307,1.0001701579459268,1.0,0.01
0.2694583054683883,0.9976351405863216,1.0001678458182435,1.0,0.01
0.2708472658058542,1.0009919844250277,1.0001655276758104,1.0,0.01
0.2722362261433201,1.002060311324332,1.0001632036016979,1.0,0.01
0.27362518648078604,1.0018333839834415,1.0001608736791892,1.0,0.01
0.275014146818252,0.9984508626543482,1.0001585379917768,1.0,0.01
0.27640310715571786,1.0021917084869554,1.0001561966231602,1.0,0.01
0.2777920674931838,0.9980178874113448,1.0001538496572424,1.0,0.01
0.27918102783064974,0.997610187549627,1.0001514971781267,1.0,0.01
0.2805699881681156,0.9965458292686553,1.0001491392701143,1.0,0.01
0.28195894850558156,0.9988838731031486,1.0001467760177003,1.0,0.01
0.28334790884304745,0.9995755392904739,1.000144407505572,1.0,0.01
0.2847368691805134,0.9971548715398849,1.0001420338186053,1.0,0.01
0.2861258295179793,0.9978165346141394,1.0001396550418606,1.0,0.01
0.2875147898554452,1.001486003633918,1.000137271260582,1.0,0.01
0.28890375019291115,0.9985818144673986,1.0001348825601917,1.0,0.01
0.2902927105303771,0.999209469316906,1.0001324890262888,1.0,0.01
0.29168167086784297,0.9990298144125742,1.0001300907446455,1.0,0.01
0.2930706312053089,1.0028706316978477,1.0001276878012044,1.0,0.01
0.29445959154277485,1.002517694084848,1.0001252802820748,1.0,0.01
0.29584855188024073,1.0013303348147384,1.0001228682735297,1.0,0.01
0.29723751221770667,0.9994214167812714,1.000120451862004,1.0,0.01
0.2986264725551726,1.000408501509029,1.0001180311340891,1.0,0.01
0.3000154328926385,0.996308191623068,1.0001156061765324,1.0,0.01
0.30140439323010443,0.9964711964847601,1.0001131770762315,1.0,0.01
0.30279335356757037,0.9974465034905338,1.0001107439202335,1.0,0.01
0.30418231390503625,1.0000207951937323,1.0001083067957304,1.0,0.01
0.3055712742425022,0.999020726183004,1.0001058657900566,1.0,0.01
0.30696023457996807,0.9971115707439757,1.0001034209906852,1.0,0.01
0.308349194917434,0.9996193867251117,1.0001009724852257,1.0,0.01
0.30973815525489995,0.9983810721137644,1.00009852036142,1.0,0.01
0.31112711559236583,0.9997282746255635,1.0000960647071404,1.0,0.01
0.31251607592983177,0.9974800660611778,1.0000936056103849,1.0,0.01
0.3139050362672977,0.9977829900923141,1.000091143159275,1.0,0.01
0.3152939966047636,1.0024707247789657,1.0000886774420528,1.0,0.01
0.31668295694222953,0.9981320317724374,1.000086208547077,1.0,0.01
0.31807191727969547,0.9988309650555425,1.0000837365628203,1.0,0.01
0.31946087761716135,1.002252979824984,1.0000812615778665,1.0,0.01
0.3208498379546273,1.0013669278471709,1.0000787836809066,1.0,0.01
0.32223879829209323,1.0030005824469976,1.0000763029607358,1.0,0.01
0.3236277586295591,0.9980751524761116,1.0000738195062504,1.0,0.01
0.32501671896702505,0.9989436370145834,1.0000713334064455,1.0,0.01
0.32640567930449094,1.0010385679543392,1.00006884475041,1.0,0.01
0.3277946396419569,0.9993320606985072,1.0000663536273249,1.0,0.01
0.3291835999794228,1.001013876602881,1.0000638601264595,1.0,0.01
0.3305725603168887,1.0033695270969698,1.0000613643371685,1.0,0.01
0.33196152065435464,0.997731495150451,1.000058866348888,1.0,0.01
0.3333504809918206,0.9967650063610232,1.000056366251134,1.0,0.01
0.33473944132928646,1.0007395116526911,1.0000538641334968,1.0,0.01
0.3361284016667524,0.9984915302323936,1.0000513600856402,1.0,0.01
0.33751736200421834,1.001339793390625,1.0000488541972963,1.0,0.01
0.3389063223416842,1.0013945506163442,1.0000463465582636,1.0,0.01
0.34029528267915016,0.9969341196318344,1.0000438372584035,1.0,0.01
0.3416842430166161,1.0018189293441044,1.0000413263876367,1.0,0.01
0.343073203354082,0.9970276748008439,1.0000388140359397,1.0,0.01
0.3444621636915479,0.9995416013629196,1.0000363002933432,1.0,0.01
0.3458511240290138,0.9985293353174084,1.0000337852499266,1.0,0.01
0.34724008436647974,0.9998834499714454,1.0000312689958164,1.0,0.01
0.3486290447039457,0.9988845020469159,1.000028751621183,1.0,0.01
0.35001800504141156,0.9993051621745164,1.000026233216236,1.0,0.01
0.3514069653788775,0.9982112070889485,1.0000237138712222,1.0,0.01
0.35279592571634344,1.0024526018354538,1.000021193676423,1.0,0.01
0.3541848860538093,1.004276901703839,1.0000186727221487,1.0,0.01
0.35557384639127526,1.001141706612463,1.000016151098738,1.0,0.01
0.3569628067287412,1.0018636600109554,1.000013628896553,1.0,0.01
0.3583517670662071,0.9972202359851327,1.0000111062059773,1.0,0.01
0.359740727403673,1.001628393055929,1.0000085831174108,1.0,0.01
0.36112968774113896,0.998207505087954,1.0000060597212685,1.0,0.01
0.36251864807860484,1.0026464017610743,1.0000035361079764,1.0,0.01
0.3639076084160708,0.9979443010173599,1.000001012367968,1.0,0.01
0.3652965687535367,1.0023347415470434,0.9999984885916813,1.0,0.01
0.3666855290910026,0.9997472357401788,0.9999959648695559,1.0,0.01
0.36807448942846854,0.9971411493676939,0.9999934412920293,1.0,0.01
0.3694634497659344,1.003984542980293,0.9999909179495339,1.0,0.01
0.37085241010340037,1.001680668673526,0.9999883949324934,1.0,0.01
0.3722413704408663,1.0001583899409006,0.9999858723313201,1.0,0.01
0.3736303307783322,1.0018565257053458,0.9999833502364114,1.0,0.01
0.3750192911157981,0.9981756683982494,0.9999808287381465,1.0,0.01
0.37640825145326406,0.9985543527081449,0.9999783079268832,1.0,0.01
0.37779721179072995,1.0005126670833775,0.9999757878929548,1.0,0.01
0.3791861721281959,0.9994941509789461,0.9999732687266665,1.0,0.01
0.3805751324656618,0.998096689808893,0.9999707505182925,1.0,0.01
0.3819640928031277,1.0011698192021334,0.9999682333580729,1.0,0.01
0.38335305314059365,0.9992985956881545,0.9999657173362099,1.0,0.01
0.3847420134780596,0.9997979196485355,0.9999632025428652,1.0,0.01
0.38613097381552547,1.007292010172533,0.9999606890681563,1.0,0.01
0.3875199341529914,0.9988512493703694,0.9999581770021534,1.0,0.01
0.3889088944904573,1.0003796068825495,0.9999556664348763,1.0,0.01
0.39029785482792323,1.0005403710757403,0.9999531574562913,1.0,0.01
0.39168681516538917,0.9975517873737328,0.9999506501563076,1.0,0.01
0.39307577550285505,0.9996239257984753,0.9999481446247739,1.0,0.01
0.394464735840321,1.004906399339275,0.9999456409514761,1.0,0.01
0.39585369617778693,1.001298014360835,0.9999431392261331,1.0,0.01
0.3972426565152528,0.9991570906098223,0.9999406395383943,1.0,0.01
0.39863161685271875,1.0002336256284976,0.9999381419778359,1.0,0.01
0.4000205771901847,0.9979801033698745,0.9999356466339578,1.0,0.01
0.4014095375276506,0.9989887214503099,0.9999331535961808,1.0,0.01
0.4027984978651165,0.9996667319499596,0.9999306629538427,1.0,0.01
0.40418745820258245,1.0003662721403175,0.9999281747961954,1.0,0.01
0.40557641854004833,0.9998889276358093,0.9999256892124023,1.0,0.01
0.40696537887751427,0.995493272043569,0.9999232062915341,1.0,0.01
0.40835433921498016,1.0003263120125976,0.9999207261225661,1.0,0.01
0.4097432995524461,0.9970414989695028,0.9999182487943751,1.0,0.01
0.41113225988991203,1.0011904282273532,0.9999157743957362,1.0,0.01
0.4125212202273779,0.9952161680380193,0.9999133030153192,1.0,0.01
0.41391018056484385,1.001300136540661,0.9999108347416862,1.0,0.01
0.4152991409023098,0.9997806562722501,0.9999083696632876,1.0,0.01
0.4166881012397757,0.9995423224002593,0.9999059078684593,1.0,0.01
0.4180770615772416,1.0036088299253878,0.9999034494454198,1.0,0.01
0.41946602191470755,0.998762967512663,0.9999009944822665,1.0,0.01
0.42085498225217344,1.0000286749299823,0.999898543066973,1.0,0.01
0.4222439425896394,1.005538459797176,0.9998960952873858,1.0,0.01
